UTC Timestamp Start,UTC Timestamp End,Channel,Title,Description,Duration (Mins),Date (Local),Time (Local)
2025-10-07T14:45:00+00:00,2025-10-07T16:00:00+00:00,Virgin Media Four,Hospital,"Nicky has ovarian cancer and is attempting to crowdfund £60,000 to buy herself a promising drug course not yet available to her on the NHS.",75,2025-10-07,3.45pm - 5.00pm
2025-10-07T16:00:00+00:00,2025-10-07T17:00:00+00:00,Virgin Media Four,63 Up,"Catching up with people whose lives have been chronicled since the age of seven, including Lynn, who had previously battled a life-threatening brain condition. The programme also revisits Bruce, who r...",60,2025-10-07,5.00pm - 6.00pm
2025-10-07T17:00:00+00:00,2025-10-07T18:00:00+00:00,Virgin Media Four,The Deal Makers,"The show follows the biggest characters from the world of pawn broking as they uncover the stories behind, and the prospective value of, the most amazing objects being bought, sold and loaned against....",60,2025-10-07,6.00pm - 7.00pm
2025-10-07T18:00:00+00:00,2025-10-07T19:00:00+00:00,Virgin Media Four,Guess This House,"Home is where the heart is, but in this show, it’s all about the money. Four couples, who think they know the property market, snoop around a home and guess its worth.",60,2025-10-07,7.00pm - 8.00pm
2025-10-07T19:00:00+00:00,2025-10-07T20:00:00+00:00,Virgin Media Four,Storage Hoarders,It's time to say goodbye to the things with no value and turn forgotten collectibles into hard cash.,60,2025-10-07,8.00pm - 9.00pm
2025-10-07T20:00:00+00:00,2025-10-07T21:00:00+00:00,Virgin Media Four,The Cube,"The Cube which tests contestants' ability, nerve and determination to win.",60,2025-10-07,9.00pm - 10.00pm
2025-10-07T21:00:00+00:00,2025-10-07T22:00:00+00:00,Virgin Media Four,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-07,10.00pm - 11.00pm
2025-10-07T22:00:00+00:00,2025-10-07T22:25:00+00:00,Virgin Media Four,Judge Judy,"Presided over by outspoken Judge Judith Sheindlin; with her no-nonsense, decisive approach to justice; she has established herself as a pop-culture icon for generations of viewers.",25,2025-10-07,11.00pm - 11.25pm
2025-10-07T22:25:00+00:00,2025-10-07T22:55:00+00:00,Virgin Media Four,Judge Judy,"Presided over by outspoken Judge Judith Sheindlin; with her no-nonsense, decisive approach to justice; she has established herself as a pop-culture icon for generations of viewers.",30,2025-10-07,11.25pm - 11.55pm
2025-10-07T22:55:00+00:00,2025-10-08T00:40:00+00:00,Virgin Media Four,Love Island Games,Famous and favourite Islanders are about to play the game of love in a whole new way.,105,2025-10-07,11.55pm - 1.40am
2025-10-07T22:25:00+00:00,2025-10-07T23:20:00+00:00,Virgin Media More,UCL Defining Moment,Celebrating 65-years of European Cup & UEFA Champions League football. Using a combination of UEFA’s vast back-catalogue of archive footage and interviews with coaches and players this serie...,55,2025-10-07,11.25pm - 12.20am
2025-10-06T23:20:00+00:00,2025-10-07T00:08:00+00:00,Virgin Media More,Best of u20's Six Nations 2025: Ireland v England,The SIx Nations U20 Championship gets up and running in Cork as reigning Champions England take on Ireland at Virgin Media Park.,48,2025-10-07,12.20am - 1.08am
2025-10-07T12:10:00+00:00,2025-10-07T12:40:00+00:00,Virgin Media More,Classic UEFA Champions League: Messi - Barcelona v Chelsea 2018,Some the most classic and most memorable matches from Europe's premier club competition.,30,2025-10-07,1.10pm - 1.40pm
2025-10-07T12:40:00+00:00,2025-10-07T13:30:00+00:00,Virgin Media More,UEFA Man In The Middle,"Episode 1 follows some of European football's top officials as they adapt to the introduction of VAR, giving their frank assessments of some of the most-talked-about decisions following its adopt...",50,2025-10-07,1.40pm - 2.30pm
2025-10-07T13:30:00+00:00,2025-10-07T14:25:00+00:00,Virgin Media More,CL Finals Weekend Real Madrid v Liverpool 2018,"A moment of madness and a moment of brilliance in the 2018 decider enough to earn Real Madrid victory over Liverpool, an historic three in a row and a thirteenth crown overall.",55,2025-10-07,2.30pm - 3.25pm
2025-10-07T14:25:00+00:00,2025-10-07T15:20:00+00:00,Virgin Media More,Classic Six Nations: Scotland v Ireland 2015,"The final day of the 2015 Six Nations saw everything still up for grabs, as Ireland tried to pip Wales and England to the title with a win over Scotland in Murrayfield",55,2025-10-07,3.25pm - 4.20pm
2025-10-07T15:20:00+00:00,2025-10-07T16:10:00+00:00,Virgin Media More,Best of u20's Six Nations 2025: Scotland v Ireland,Neil Doak takes his Ireland side to Edinburgh to take on Scotland in Round Two of the U20 6 Nations Championship.,50,2025-10-07,4.20pm - 5.10pm
2025-10-07T16:10:00+00:00,2025-10-07T17:05:00+00:00,Virgin Media More,Wales v Ireland,"Ireland got the better of Wales in last year's Six Nations Championship, will history repeat itself in 2025 in Newport in round four?",55,2025-10-07,5.10pm - 6.05pm
2025-10-07T17:05:00+00:00,2025-10-07T19:00:00+00:00,Virgin Media More,UEFA Champions League,Manchester City visit Monaco in a glamour tie packed with attacking talent and Champions League pedigree.,115,2025-10-07,6.05pm - 8.00pm
2025-10-07T19:00:00+00:00,2025-10-07T19:30:00+00:00,Virgin Media More,Ronaldo: Real Madrid v Átletico Madrid 2017,Some the most classic and most memorable matches from Europe's premier club competition.,30,2025-10-07,8.00pm - 8.30pm
2025-10-07T19:30:00+00:00,2025-10-07T20:00:00+00:00,Virgin Media More,Golf's Greatest Holes,"Ryder Cup captain Paul McGinley and TV's Chris Hollins takes viewers on a dream journey across Ireland, playing the courses they have always wanted to play.",30,2025-10-07,8.30pm - 9.00pm
2025-10-07T20:00:00+00:00,2025-10-07T20:50:00+00:00,Virgin Media More,Brain Doctors: Inside Neurosurgery,"At Beaumont, a groundbreaking Parkinson’s surgery offers hope, a patient’s speech hangs in the balance after a risky surgery, and for one grandfather, standing up is life-changing.",50,2025-10-07,9.00pm - 9.50pm
2025-10-07T20:50:00+00:00,2025-10-07T21:40:00+00:00,Virgin Media More,Human Error,Holly can now confirm that the first murder was a tragic mistake. The real victim was another mother of young children who lives on the same street and she is still in mortal danger.,50,2025-10-07,9.50pm - 10.40pm
2025-10-07T21:40:00+00:00,2025-10-07T22:30:00+00:00,Virgin Media More,Redemption,"From the producers of The Bay, this compelling new crime drama has a powerful story about family and second chances at its heart.",50,2025-10-07,10.40pm - 11.30pm
2025-10-07T22:30:00+00:00,2025-10-07T23:20:00+00:00,Virgin Media More,UEFA Man In The Middle,"Episode 1 follows some of European football's top officials as they adapt to the introduction of VAR, giving their frank assessments of some of the most-talked-about decisions following its adopt...",50,2025-10-07,11.30pm - 12.20am
2025-10-07T23:00:00+00:00,2025-10-08T00:00:00+00:00,Virgin Media One,Dublin After Dark,Dublin After Dark explores the efforts of members of An Garda Siochana to combat growing levels of anti-social behaviours on the streets of the capital as well as telling the stories of the victims wh...,60,2025-10-08,12.00am - 1.00am
2025-10-08T00:00:00+00:00,2025-10-08T01:10:00+00:00,Virgin Media One,World on Fire,"From multi-award-winning writer Peter Bowker, this heart-stopping drama tells the story of World War Two through the lives of ordinary people from all sides of this global conflict. Featuring a stella...",70,2025-10-08,1.00am - 2.10am
2025-10-08T04:25:00+00:00,2025-10-08T05:15:00+00:00,Virgin Media One,The Tonight Show,Comment and analysis on the big stories of the day in Ireland and abroad with a panel of guests covering the key issues.,50,2025-10-08,5.25am - 6.15am
2025-10-08T05:15:00+00:00,2025-10-08T06:00:00+00:00,Virgin Media One,The Six O'Clock Show,"A lively mix of celebrity chat with national and international guests, fabulous food from the country’s top Chefs, expert advice and all the unmissable stories making the headlines.",45,2025-10-08,6.15am - 7.00am
2025-10-08T06:00:00+00:00,2025-10-08T09:00:00+00:00,Virgin Media One,Ireland AM,"Ireland AM is the longest running daytime show in Ireland. Blending a mixture of lifestyle interviews and news content, with gardening, health, food and fashion seven days a week.",180,2025-10-08,7.00am - 10.00am
2025-10-08T09:00:00+00:00,2025-10-08T11:30:00+00:00,Virgin Media One,This Morning,"A mix of celebrity interviews, entertainment news, current affairs discussions, a look at sports competitions, health columns, cooking tips and tricks, and more.",150,2025-10-08,10.00am - 12.30pm
2025-10-08T11:30:00+00:00,2025-10-08T12:00:00+00:00,Virgin Media One,News at 12:30,"The latest national and international news stories from the Virgin Media News team, followed by sport and weather.",30,2025-10-08,12.30pm - 1.00pm
2025-10-08T12:00:00+00:00,2025-10-08T13:00:00+00:00,Virgin Media One,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-08,1.00pm - 2.00pm
2025-10-08T13:00:00+00:00,2025-10-08T14:00:00+00:00,Virgin Media One,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-08,2.00pm - 3.00pm
2025-10-08T14:00:00+00:00,2025-10-08T15:00:00+00:00,Virgin Media One,Loose Women,"Loose Women as they chat about news, issues and life in general.",60,2025-10-08,3.00pm - 4.00pm
2025-10-08T15:00:00+00:00,2025-10-08T15:30:00+00:00,Virgin Media One,Bradley Walsh & Son: Breaking Dad,"The actor and his 20-year-old son Barney hit the road together, travelling more than 2,000 miles from Los Angeles in the west to New Orleans in the south.",30,2025-10-08,4.00pm - 4.30pm
2025-10-08T15:30:00+00:00,2025-10-08T16:00:00+00:00,Virgin Media One,Judge Judy,"Presided over by outspoken Judge Judith Sheindlin; with her no-nonsense, decisive approach to justice; she has established herself as a pop-culture icon for generations of viewers.",30,2025-10-08,4.30pm - 5.00pm
2025-10-08T16:00:00+00:00,2025-10-08T16:30:00+00:00,Virgin Media One,Judge Judy,"Presided over by outspoken Judge Judith Sheindlin; with her no-nonsense, decisive approach to justice; she has established herself as a pop-culture icon for generations of viewers.",30,2025-10-08,5.00pm - 5.30pm
2025-10-08T16:30:00+00:00,2025-10-08T17:05:00+00:00,Virgin Media One,News at 5:30,The latest national and international news stories from the Virgin Media News team.,35,2025-10-08,5.30pm - 6.05pm
2025-10-08T17:05:00+00:00,2025-10-08T18:00:00+00:00,Virgin Media One,The Six O'Clock Show,"A lively mix of celebrity chat with national and international guests, fabulous food from the country’s top Chefs, expert advice and all the unmissable stories making the headlines.",55,2025-10-08,6.05pm - 7.00pm
2025-10-08T18:00:00+00:00,2025-10-08T18:30:00+00:00,Virgin Media One,News at 7,"The latest national and international news stories from the Virgin Media News team, followed by sport and weather.",30,2025-10-08,7.00pm - 7.30pm
2025-10-08T18:30:00+00:00,2025-10-08T19:00:00+00:00,Virgin Media One,Emmerdale,Carl and Lucas fighting at school starts a war. Charity hides her anxiety. Chas realises she neglected Liam’s issue.,30,2025-10-08,7.30pm - 8.00pm
2025-10-08T19:00:00+00:00,2025-10-08T19:30:00+00:00,Virgin Media One,Coronation Street,"Abi and Carl strive to keep their affair under wraps at a Webster-Bailey gathering, Dev confides in Bernie about his anger towards Asha, and Brian is left shocked by Tim’s tales of his past.",30,2025-10-08,8.00pm - 8.30pm
2025-10-08T19:30:00+00:00,2025-10-08T20:00:00+00:00,Virgin Media One,Coronation Street,"Abi and Carl strive to keep their affair under wraps at a Webster-Bailey gathering, Dev confides in Bernie about his anger towards Asha, and Brian is left shocked by Tim’s tales of his past.",30,2025-10-08,8.30pm - 9.00pm
2025-10-08T20:00:00+00:00,2025-10-08T20:30:00+00:00,Virgin Media One,Faithless,"Despite downsizing, the Amins need to squeeze in a couple of unexpected house guests when Zu turns up with baby Ruby and Dymphna throws Cormac out. Sam admits to feeling lonely.",30,2025-10-08,9.00pm - 9.30pm
2025-10-08T20:30:00+00:00,2025-10-08T21:30:00+00:00,Virgin Media One,Gogglebox Ireland,"The cultural phenomenon returns as the nation’s sharpest armchair critics share their hilarious, heartfelt and honest reactions to Ireland’s favourite shows.",60,2025-10-08,9.30pm - 10.30pm
2025-10-08T21:30:00+00:00,2025-10-08T22:30:00+00:00,Virgin Media One,The Tonight Show,Comment and analysis on the big stories of the day in Ireland and abroad with a panel of guests covering the key issues.,60,2025-10-08,10.30pm - 11.30pm
2025-10-08T22:30:00+00:00,2025-10-08T23:30:00+00:00,Virgin Media One,Ireland's Unidentified Bodies,It is unknown how many unidentified remains lie across Ireland. This series follows the efforts of Forensic Scientists as they try to solve the mystery of a body without a name.,60,2025-10-08,11.30pm - 12.30am
2025-10-08T22:40:00+00:00,2025-10-08T23:35:00+00:00,Virgin Media Two,Million Dollar Listing LA,Follow LA’s hottest and most aggressive real estate magnates in the making as they net a fortune selling multi-million dollar properties in the most exclusive neighbourhoods.,55,2025-10-08,11.40pm - 12.35am
2025-10-07T23:35:00+00:00,2025-10-08T00:20:00+00:00,Virgin Media Two,Million Dollar Listing LA,Follow LA’s hottest and most aggressive real estate magnates in the making as they net a fortune selling multi-million dollar properties in the most exclusive neighbourhoods.,45,2025-10-08,12.35am - 1.20am
2025-10-08T00:20:00+00:00,2025-10-08T00:54:00+00:00,Virgin Media Two,"My Mum, Your Dad USA","At the Second Chance Retreat, a tantalizing game of Truth or Dare gives way to a TMI talk about sex. Then, two new singles join just in time for date night--providing additional opportunities for the ...",34,2025-10-08,1.20am - 1.54am
2025-10-08T05:15:00+00:00,2025-10-08T06:00:00+00:00,Virgin Media Two,The Chase Australia,"The Australian version of the quiz series where four contestants have to compete against a professional quizzer, known as the ""Chaser"", in order to win a cash prize.",45,2025-10-08,6.15am - 7.00am
2025-10-08T06:00:00+00:00,2025-10-08T07:00:00+00:00,Virgin Media Two,The Chase Australia,"The Australian version of the quiz series where four contestants have to compete against a professional quizzer, known as the ""Chaser"", in order to win a cash prize.",60,2025-10-08,7.00am - 8.00am
2025-10-08T07:00:00+00:00,2025-10-08T08:00:00+00:00,Virgin Media Two,Tipping Point,Hit Quiz Series hosted by Ben Shepherd which sees four contestants do battle to win big cash prizes...,60,2025-10-08,8.00am - 9.00am
2025-10-08T08:00:00+00:00,2025-10-08T09:00:00+00:00,Virgin Media Two,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-08,9.00am - 10.00am
2025-10-08T09:00:00+00:00,2025-10-08T10:00:00+00:00,Virgin Media Two,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-08,10.00am - 11.00am
2025-10-08T10:00:00+00:00,2025-10-08T11:00:00+00:00,Virgin Media Two,The Chase Australia,"The Australian version of the quiz series where four contestants have to compete against a professional quizzer, known as the ""Chaser"", in order to win a cash prize.",60,2025-10-08,11.00am - 12.00pm
2025-10-08T11:00:00+00:00,2025-10-08T11:30:00+00:00,Virgin Media Two,Yorkshire Airport,"From maintenance staff to baggage handlers, the staff behind the scenes at Leeds Bradford Airport share their stories with the public who usually never get to meet them.",30,2025-10-08,12.00pm - 12.30pm
2025-10-08T11:30:00+00:00,2025-10-08T12:00:00+00:00,Virgin Media Two,Yorkshire Airport,"From maintenance staff to baggage handlers, the staff behind the scenes at Leeds Bradford Airport share their stories with the public who usually never get to meet them.",30,2025-10-08,12.30pm - 1.00pm
2025-10-08T12:00:00+00:00,2025-10-08T12:30:00+00:00,Virgin Media Two,Back To Mine,Hopeful singletons hunt for a potential partner by rifling through their homes before they have even met to choose one to invite on a date.,30,2025-10-08,1.00pm - 1.30pm
2025-10-08T12:30:00+00:00,2025-10-08T13:00:00+00:00,Virgin Media Two,Back To Mine,Hopeful singletons hunt for a potential partner by rifling through their homes before they have even met to choose one to invite on a date.,30,2025-10-08,1.30pm - 2.00pm
2025-10-08T13:00:00+00:00,2025-10-08T14:00:00+00:00,Virgin Media Two,Yes Chef,"Actress Sheree Murphy presents the cookery competition in which top chefs work with three amateur cooks, selecting one to partner them in the weekly final.",60,2025-10-08,2.00pm - 3.00pm
2025-10-08T14:00:00+00:00,2025-10-08T15:00:00+00:00,Virgin Media Two,The Chase,"Four players answer trivia questions. Then as a team, face a quiz champion (The Chaser) to win thousands of pounds in a timed final quiz. Bradley Walsh hosts.",60,2025-10-08,3.00pm - 4.00pm
2025-10-08T15:00:00+00:00,2025-10-08T16:00:00+00:00,Virgin Media Two,Tipping Point,Hit Quiz Series hosted by Ben Shepherd which sees four contestants do battle to win big cash prizes...,60,2025-10-08,4.00pm - 5.00pm
2025-10-08T16:00:00+00:00,2025-10-08T17:00:00+00:00,Virgin Media Two,Tipping Point,Hit Quiz Series hosted by Ben Shepherd which sees four contestants do battle to win big cash prizes...,60,2025-10-08,5.00pm - 6.00pm
2025-10-08T17:00:00+00:00,2025-10-08T18:00:00+00:00,Virgin Media Two,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-08,6.00pm - 7.00pm
2025-10-08T18:00:00+00:00,2025-10-08T19:00:00+00:00,Virgin Media Two,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-08,7.00pm - 8.00pm
2025-10-08T19:00:00+00:00,2025-10-08T20:00:00+00:00,Virgin Media Two,Riddiculous,"?The fast-paced quiz format that’s rapid, ruthless and totally Riddiculous!",60,2025-10-08,8.00pm - 9.00pm
2025-10-08T20:00:00+00:00,2025-10-08T21:55:00+00:00,Virgin Media Two,The Transporter Refueled,Former special-ops mercenary Frank Martin enters into a game of chess with a femme-fatale and her three sidekicks who are looking for revenge against a sinister Russian kingpin.,115,2025-10-08,9.00pm - 10.55pm
2025-10-08T21:55:00+00:00,2025-10-08T22:55:00+00:00,Virgin Media Two,Dinner with the Enemy,"Ten radically different dinner guests are served the hottest societal talking points and divisive moral dilemmas. As perceived enemies break bread, can they find common ground?",60,2025-10-08,10.55pm - 11.55pm
2025-10-08T22:55:00+00:00,2025-10-08T23:50:00+00:00,Virgin Media Two,The Real Housewives of Dubai,"The drama is heating up as the dazzling women of Dubai navigate love, business empires and ever-evolving friendships, all while seeing who can shine brightest in the City of Gold.",55,2025-10-08,11.55pm - 12.50am
2025-10-08T22:25:00+00:00,2025-10-08T23:25:00+00:00,Virgin Media Three,Piste Noire,"Boris Arnoux, international ski champion and darling of the Clairies, returns to the village for the Christmas holidays after winning a Crystal Globe race. His wife organises a party at the Isba Hotel...",60,2025-10-08,11.25pm - 12.25am
2025-10-07T23:25:00+00:00,2025-10-08T00:25:00+00:00,Virgin Media Three,Autopsy USA,Celebrity autopsy results are combined with the revelations of the late stars' friends and families to offer a comprehensive overview of the events leading up to the icons' untimely deaths.,60,2025-10-08,12.25am - 1.25am
2025-10-08T00:25:00+00:00,2025-10-08T00:55:00+00:00,Virgin Media Three,Schitt's Creek,A married couple suddenly go bankrupt and the only remaining asset they have is an ugly small town named Schitt's Creek.,30,2025-10-08,1.25am - 1.55am
2025-10-08T00:55:00+00:00,2025-10-08T01:18:00+00:00,Virgin Media Three,Schitt's Creek,A married couple suddenly go bankrupt and the only remaining asset they have is an ugly small town named Schitt's Creek.,23,2025-10-08,1.55am - 2.18am
2025-10-08T06:15:00+00:00,2025-10-08T07:10:00+00:00,Virgin Media Three,Heartbeat,"Mike and Tricia are concerned over the fate of a disturbed young woman, but is their own relationship under a strain? Meanwhile Gina is unimpressed by Vernon's attempts to expand Bernie's bu...",55,2025-10-08,7.15am - 8.10am
2025-10-08T07:10:00+00:00,2025-10-08T07:40:00+00:00,Virgin Media Three,My Unique B&B,"All around the country lie unique spaces, in beautiful places: campervans; sheds, attics; caravans even horseboxes!  They are unloved and unused... until now!",30,2025-10-08,8.10am - 8.40am
2025-10-08T07:40:00+00:00,2025-10-08T08:45:00+00:00,Virgin Media Three,Wycliffe,Detective Superintendent Wycliffe heads an investigating team of officers brought in to solve the most intriguing of murder cases and uncovers a web of deceit and lies.,65,2025-10-08,8.40am - 9.45am
2025-10-08T08:45:00+00:00,2025-10-08T09:45:00+00:00,Virgin Media Three,The Deal Makers,"The show follows the biggest characters from the world of pawn broking as they uncover the stories behind, and the prospective value of, the most amazing objects being bought, sold and loaned against....",60,2025-10-08,9.45am - 10.45am
2025-10-08T09:45:00+00:00,2025-10-08T11:25:00+00:00,Virgin Media Three,Kavanagh QC,"Kavanagh defends a high-priced prostitute accused of murdering a business tycoon, and wife Lizzie interviews for a job on the continent.",100,2025-10-08,10.45am - 12.25pm
2025-10-08T11:25:00+00:00,2025-10-08T12:25:00+00:00,Virgin Media Three,Judge Rinder Crime Stories,"Judge Rinder rules the courtroom in his own hit series, but now the respected barrister with a background in criminal defence is stepping out from behind the bench to take on real-life cases. (HD)",60,2025-10-08,12.25pm - 1.25pm
2025-10-08T12:25:00+00:00,2025-10-08T13:25:00+00:00,Virgin Media Three,Heartbeat,"Members of the local constabulary patrol the town of Ashfordly and the nearby village of Aidensfield in the North Riding of Yorkshire, keeping the peace whilst also dealing with local loveable rogues ...",60,2025-10-08,1.25pm - 2.25pm
2025-10-08T13:25:00+00:00,2025-10-08T14:25:00+00:00,Virgin Media Three,The Hotel Inspector,"Ruth revisits two hotels, The Hamner Arms run by Keith and Val Morris and Worlington Hall, run by sisters Sharon and Joy. Ruth’s tough love approach caused her to clash with sisters Sharon and J...",60,2025-10-08,2.25pm - 3.25pm
2025-10-08T14:25:00+00:00,2025-10-08T15:25:00+00:00,Virgin Media Three,Wild Great Britain,Wildlife documentary series narrated by Hugh Bonneville revealing the hidden lives of the animals that live in various habitats around Britain.,60,2025-10-08,3.25pm - 4.25pm
2025-10-08T15:25:00+00:00,2025-10-08T15:55:00+00:00,Virgin Media Three,Emmerdale,Charity has booked a secret termination. Chas tries to change Charity’s mind. Gabby and Vinny paper over the cracks.,30,2025-10-08,4.25pm - 4.55pm
2025-10-08T15:55:00+00:00,2025-10-08T17:00:00+00:00,Virgin Media Three,The Royal,Ormerod has to make a decision about Caroline.  Weatherill's patient is determined to keep the cause of her illness a secret.  A married couple face the truth about their future.  And Ken's ...,65,2025-10-08,4.55pm - 6.00pm
2025-10-08T17:00:00+00:00,2025-10-08T18:55:00+00:00,Virgin Media Three,Lewis,"LEWIS (Kevin Whately) and HATHAWAY (Laurence Fox) investigate the death of REUBEN BEATTY (Edwin Thomas), a research fellow from the University of Oxford’s Department of Psychology. He is found d...",115,2025-10-08,6.00pm - 7.55pm
2025-10-08T18:55:00+00:00,2025-10-08T20:00:00+00:00,Virgin Media Three,Heartbeat,"Members of the local constabulary patrol the town of Ashfordly and the nearby village of Aidensfield in the North Riding of Yorkshire, keeping the peace whilst also dealing with local loveable rogues ...",65,2025-10-08,7.55pm - 9.00pm
2025-10-08T20:00:00+00:00,2025-10-08T21:00:00+00:00,Virgin Media Three,Code of Silence,"When the police ask Deaf catering worker Alison to lip-read criminals’ conversations, she is plunged into an exhilarating new world in this riveting original thriller.",60,2025-10-08,9.00pm - 10.00pm
2025-10-08T21:00:00+00:00,2025-10-08T21:30:00+00:00,Virgin Media Three,Coronation Street,"Abi and Carl strive to keep their affair under wraps at a Webster-Bailey gathering, Dev confides in Bernie about his anger towards Asha, and Brian is left shocked by Tim’s tales of his past.",30,2025-10-08,10.00pm - 10.30pm
2025-10-08T21:30:00+00:00,2025-10-08T22:00:00+00:00,Virgin Media Three,Coronation Street,"Abi and Carl strive to keep their affair under wraps at a Webster-Bailey gathering, Dev confides in Bernie about his anger towards Asha, and Brian is left shocked by Tim’s tales of his past.",30,2025-10-08,10.30pm - 11.00pm
2025-10-08T22:00:00+00:00,2025-10-08T22:30:00+00:00,Virgin Media Three,Emmerdale,Carl and Lucas fighting at school starts a war. Charity hides her anxiety. Chas realises she neglected Liam’s issue.,30,2025-10-08,11.00pm - 11.30pm
2025-10-08T22:30:00+00:00,2025-10-08T23:30:00+00:00,Virgin Media Three,The Hunt For Raoul Moat,"?Written by Anne screenwriter Kevin Sampson, The Hunt for Raoul Moat shines a light on the human tragedies behind the true story of Britain’s biggest ever manhunt. In 2010, Raoul Moat went on th...",60,2025-10-08,11.30pm - 12.30am
2025-10-08T22:55:00+00:00,2025-10-09T00:40:00+00:00,Virgin Media Four,Love Island Games,Famous and favourite Islanders are about to play the game of love in a whole new way.,105,2025-10-08,11.55pm - 1.40am
2025-10-08T00:40:00+00:00,2025-10-08T02:59:00+00:00,Virgin Media Four,This Morning,"A mix of celebrity interviews, entertainment news, current affairs discussions, a look at sports competitions, health columns, cooking tips and tricks, and more.",139,2025-10-08,1.40am - 3.59am
2025-10-08T06:10:00+00:00,2025-10-08T07:00:00+00:00,Virgin Media Four,Scotland v Ireland,Ireland gained a narrow 3-point win over Scotland in last year's tie. They head to the Hive Stadium in Edinburgh in the final round of fixtures.,50,2025-10-08,7.10am - 8.00am
2025-10-08T07:00:00+00:00,2025-10-08T07:50:00+00:00,Virgin Media Four,Best of Guinness Six Nations 2025: Wales v Ireland,Simon Easterby takes his Ireland side to the Principality Stadium to take on Warren Gatland's Wales.,50,2025-10-08,8.00am - 8.50am
2025-10-08T07:50:00+00:00,2025-10-08T08:50:00+00:00,Virgin Media Four,Loose Women,"Loose Women as they chat about news, issues and life in general.",60,2025-10-08,8.50am - 9.50am
2025-10-08T08:50:00+00:00,2025-10-08T10:50:00+00:00,Virgin Media Four,Vera,"D.C.I. Vera Stanhope (Brenda Blethyn) investigates the case of murdered social worker, Jenny Lister.  Deciphering the motive behind the brutal murder of a woman who presents as honourable and well lik...",120,2025-10-08,9.50am - 11.50am
2025-10-08T10:50:00+00:00,2025-10-08T11:50:00+00:00,Virgin Media Four,The Cube,"The Cube which tests contestants' ability, nerve and determination to win.",60,2025-10-08,11.50am - 12.50pm
2025-10-08T11:50:00+00:00,2025-10-08T12:50:00+00:00,Virgin Media Four,John & Lisa's Weekend Kitchen,"John Torode and Lisa Faulkner invite us into their kitchen for a morning of feel good food. Brimming with recipes, shortcuts, inspiration and tips from top chef John and champion cook Lisa, everyone i...",60,2025-10-08,12.50pm - 1.50pm
2025-10-08T12:50:00+00:00,2025-10-08T13:45:00+00:00,Virgin Media Four,The Six O'Clock Show,"A lively mix of celebrity chat with national and international guests, fabulous food from the country’s top Chefs, expert advice and all the unmissable stories making the headlines.",55,2025-10-08,1.50pm - 2.45pm
2025-10-08T13:45:00+00:00,2025-10-08T14:45:00+00:00,Virgin Media Four,Animal Emergency,"The UCD Veterinary Hospital, based in Dublin, is a unique environment that prides itself on its speciality services, delivered with modern equipment and cutting-edge technology, serving the veterinary...",60,2025-10-08,2.45pm - 3.45pm
2025-10-08T14:45:00+00:00,2025-10-08T16:00:00+00:00,Virgin Media Four,Hospital,"Packed with real-life drama, Hospital reveals the extraordinary dilemmas faced by NHS staff, all of which have profound consequences for those in their care.",75,2025-10-08,3.45pm - 5.00pm
2025-10-08T16:00:00+00:00,2025-10-08T17:00:00+00:00,Virgin Media Four,63 Up,"The latest instalment of the groundbreaking, award-winning documentary series from director Michael Apted (Gorky Park, Gorillas in the Mist) returns to visit the people whose lives have been followed ...",60,2025-10-08,5.00pm - 6.00pm
2025-10-08T17:00:00+00:00,2025-10-08T18:00:00+00:00,Virgin Media Four,The Deal Makers,"The show follows the biggest characters from the world of pawn broking as they uncover the stories behind, and the prospective value of, the most amazing objects being bought, sold and loaned against....",60,2025-10-08,6.00pm - 7.00pm
2025-10-08T18:00:00+00:00,2025-10-08T19:00:00+00:00,Virgin Media Four,Guess This House,"Home is where the heart is, but in this show, it’s all about the money. Four couples, who think they know the property market, snoop around a home and guess its worth.",60,2025-10-08,7.00pm - 8.00pm
2025-10-08T19:00:00+00:00,2025-10-08T20:00:00+00:00,Virgin Media Four,Storage Hoarders,It's time to say goodbye to the things with no value and turn forgotten collectibles into hard cash.,60,2025-10-08,8.00pm - 9.00pm
2025-10-08T20:00:00+00:00,2025-10-08T21:00:00+00:00,Virgin Media Four,The Cube,"The Cube which tests contestants' ability, nerve and determination to win.",60,2025-10-08,9.00pm - 10.00pm
2025-10-08T21:00:00+00:00,2025-10-08T22:00:00+00:00,Virgin Media Four,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-08,10.00pm - 11.00pm
2025-10-08T22:00:00+00:00,2025-10-08T22:25:00+00:00,Virgin Media Four,Judge Judy,"Presided over by outspoken Judge Judith Sheindlin; with her no-nonsense, decisive approach to justice; she has established herself as a pop-culture icon for generations of viewers.",25,2025-10-08,11.00pm - 11.25pm
